ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,note_classif.label,note_indicator.label,note_source.label
Italy,Average monthly earnings of employees by sex and economic activity,ES - Labour-related Establishment Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,2520.83,,Currency: ITA - Euro (EUR) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,
Jamaica,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,366.84,,Currency: JAM - Jamaican dollar (JMD),Repository: ILO-STATISTICS - Micro data processing
Jamaica,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,345.23,,Currency: JAM - Jamaican dollar (JMD),Repository: ILO-STATISTICS - Micro data processing
Jamaica,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,334.79,,Currency: JAM - Jamaican dollar (JMD),Repository: ILO-STATISTICS - Micro data processing
Jamaica,Average monthly earnings of employees by sex and economic activity,"ES - Survey of Employment, Earnings and Hours Worked",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,804.51,,Currency: JAM - Jamaican dollar (JMD) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,Institutional sector coverage: Private sector only | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 10 employees
Jamaica,Average monthly earnings of employees by sex and economic activity,"ES - Survey of Employment, Earnings and Hours Worked",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,865.89,,Currency: JAM - Jamaican dollar (JMD) | Working time arrangement coverage: Full-time and part time workers | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,Institutional sector coverage: Private sector only | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 10 employees
Jordan,Average monthly earnings of employees by sex and economic activity,LFS - Employment and Unemployment Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,496.89,,Currency: JOR - Jordanian dinar (JOD) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Jordan,Average monthly earnings of employees by sex and economic activity,LFS - Employment and Unemployment Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,466.89,,Currency: JOR - Jordanian dinar (JOD),Repository: ILO-STATISTICS - Micro data processing
Jordan,Average monthly earnings of employees by sex and economic activity,LFS - Employment and Unemployment Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,450.64,,Currency: JOR - Jordanian dinar (JOD),Repository: ILO-STATISTICS - Micro data processing
Jordan,Average monthly earnings of employees by sex and economic activity,LFS - Employment and Unemployment Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,453.07,,Currency: JOR - Jordanian dinar (JOD),Repository: ILO-STATISTICS - Micro data processing
Jordan,Average monthly earnings of employees by sex and economic activity,ES - Employment Survey for Establishments,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,694.37,,Currency: JOR - Jordanian dinar (JOD) | Working time concept: Hours actually worked,Data reference period: October
Japan,Average monthly earnings of employees by sex and economic activity,ES - Basic Survey on Wage Structure,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,3374.35,,Currency: JPN - Yen (JPY) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers | Working time concept: Hours actually worked,"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Japan,Average monthly earnings of employees by sex and economic activity,ES - Basic Survey on Wage Structure,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,3718.97,,Currency: JPN - Yen (JPY) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers | Working time concept: Hours actually worked,"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Japan,Average monthly earnings of employees by sex and economic activity,ES - Basic Survey on Wage Structure,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,3731.02,,Currency: JPN - Yen (JPY) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers | Working time concept: Hours actually worked,"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Japan,Average monthly earnings of employees by sex and economic activity,ES - Basic Survey on Wage Structure,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,3029.85,,Currency: JPN - Yen (JPY) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers | Working time concept: Hours actually worked,"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Japan,Average monthly earnings of employees by sex and economic activity,ES - Basic Survey on Wage Structure,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,2827.89,,Currency: JPN - Yen (JPY) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Japan,Average monthly earnings of employees by sex and economic activity,ES - Basic Survey on Wage Structure,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,2507.35,,Currency: JPN - Yen (JPY) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Japan,Average monthly earnings of employees by sex and economic activity,ES - Basic Survey on Wage Structure,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,2790.62,,Currency: JPN - Yen (JPY) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Japan,Average monthly earnings of employees by sex and economic activity,ES - Basic Survey on Wage Structure,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,2708.48,,Currency: JPN - Yen (JPY) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Japan,Average monthly earnings of employees by sex and economic activity,ES - Basic Survey on Wage Structure,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,2764.82,,Currency: JPN - Yen (JPY) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Japan,Average monthly earnings of employees by sex and economic activity,ES - Basic Survey on Wage Structure,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,2807.09,,Currency: JPN - Yen (JPY) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Japan,Average monthly earnings of employees by sex and economic activity,ES - Basic Survey on Wage Structure,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,2881.77,,Currency: JPN - Yen (JPY) | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,"Data reference period: June | Geographical coverage: Total national, excluding some areas | Establishment size coverage: All establishments with at least 5 employees"
Kazakhstan,Average monthly earnings of employees by sex and economic activity,ADM-EBR - Businesses and Organizations register,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,526.69,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kazakhstan,Average monthly earnings of employees by sex and economic activity,ADM-EBR - Businesses and Organizations register,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,614.02,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kazakhstan,Average monthly earnings of employees by sex and economic activity,ADM-EBR - Businesses and Organizations register,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,679.1,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kazakhstan,Average monthly earnings of employees by sex and economic activity,ADM-EBR - Businesses and Organizations register,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,717.42,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kazakhstan,Average monthly earnings of employees by sex and economic activity,ADM-EBR - Businesses and Organizations register,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,675.37,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kazakhstan,Average monthly earnings of employees by sex and economic activity,ADM-EBR - Businesses and Organizations register,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,568.36,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kazakhstan,Average monthly earnings of employees by sex and economic activity,ADM-EBR - Businesses and Organizations register,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,417.64,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kazakhstan,Average monthly earnings of employees by sex and economic activity,ADM-EBR - Businesses and Organizations register,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,462.66,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kazakhstan,Average monthly earnings of employees by sex and economic activity,ADM-EBR - Businesses and Organizations register,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,471.92,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kazakhstan,Average monthly earnings of employees by sex and economic activity,ADM-EBR - Businesses and Organizations register,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,488.09,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kazakhstan,Average monthly earnings of employees by sex and economic activity,ADM-EBR - Businesses and Organizations register,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,515.8,,Currency: KAZ - Tenge (KZT) | Working time arrangement coverage: Full-time and part time workers,Institutional sector coverage: Public sector only | Reference group coverage: Wage earners / blue collar / production workers
Kenya,Average monthly earnings of employees by sex and economic activity,HIES - Household Budget Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,136.61,,Currency: KEN - Kenyan shilling (KES),Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,Average monthly earnings of employees by sex and economic activity,LFS - Employment and Unemployment Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,222.35,,Currency: KGZ - Kyrgyzstani som (KGS) | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers
Kyrgyzstan,Average monthly earnings of employees by sex and economic activity,"ES - Survey of enterprises, institutions and organisations",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,218.86,,Currency: KGZ - Kyrgyzstani som (KGS) | Working time arrangement coverage: Full-time and part time workers,Data reference period: November
Kyrgyzstan,Average monthly earnings of employees by sex and economic activity,"ES - Survey of enterprises, institutions and organisations",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,214.63,,Currency: KGZ - Kyrgyzstani som (KGS) | Working time arrangement coverage: Full-time and part time workers,Data reference period: November
Kyrgyzstan,Average monthly earnings of employees by sex and economic activity,"ES - Survey of enterprises, institutions and organisations",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,197.26,,Currency: KGZ - Kyrgyzstani som (KGS) | Working time arrangement coverage: Full-time and part time workers,Data reference period: November
Kyrgyzstan,Average monthly earnings of employees by sex and economic activity,"ES - Survey of enterprises, institutions and organisations",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,192.06,,Currency: KGZ - Kyrgyzstani som (KGS) | Working time arrangement coverage: Full-time and part time workers,Data reference period: November
Kyrgyzstan,Average monthly earnings of employees by sex and economic activity,"ES - Survey of enterprises, institutions and organisations",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,206.44,,Currency: KGZ - Kyrgyzstani som (KGS) | Working time arrangement coverage: Full-time and part time workers,Data reference period: November
Kyrgyzstan,Average monthly earnings of employees by sex and economic activity,"ES - Survey of enterprises, institutions and organisations",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,214.41,,Currency: KGZ - Kyrgyzstani som (KGS) | Working time arrangement coverage: Full-time and part time workers,Data reference period: November
Kyrgyzstan,Average monthly earnings of employees by sex and economic activity,"ES - Survey of enterprises, institutions and organisations",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,233.37,,Currency: KGZ - Kyrgyzstani som (KGS) | Working time arrangement coverage: Full-time and part time workers,Data reference period: November
Cambodia,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,117.7,,Currency: KHM - Riel (KHR) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,263.23,,Currency: KHM - Riel (KHR) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Average monthly earnings of employees by sex and economic activity,HIES - Household Socio-Economic Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,89.27,,Currency: KHM - Riel (KHR),Repository: ILO-STATISTICS - Micro data processing
Cambodia,Average monthly earnings of employees by sex and economic activity,HIES - Household Socio-Economic Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,99.58,,Currency: KHM - Riel (KHR),Repository: ILO-STATISTICS - Micro data processing
Cambodia,Average monthly earnings of employees by sex and economic activity,HIES - Household Socio-Economic Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,123.43,,Currency: KHM - Riel (KHR),Repository: ILO-STATISTICS - Micro data processing
Cambodia,Average monthly earnings of employees by sex and economic activity,HIES - Household Socio-Economic Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,151.11,,Currency: KHM - Riel (KHR),Repository: ILO-STATISTICS - Micro data processing
Cambodia,Average monthly earnings of employees by sex and economic activity,HIES - Household Socio-Economic Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,161.23,,Currency: KHM - Riel (KHR),Repository: ILO-STATISTICS - Micro data processing
Cambodia,Average monthly earnings of employees by sex and economic activity,HIES - Household Socio-Economic Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,181.34,,Currency: KHM - Riel (KHR),Repository: ILO-STATISTICS - Micro data processing
"Korea, Republic of",Average monthly earnings of employees by sex and economic activity,ES - Survey on labor conditions by employment type,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,2409.07,,Currency: KOR - South Korean won (KRW) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees
"Korea, Republic of",Average monthly earnings of employees by sex and economic activity,ES - Survey on labor conditions by employment type,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,2630.82,,Currency: KOR - South Korean won (KRW) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees
"Korea, Republic of",Average monthly earnings of employees by sex and economic activity,ES - Survey on labor conditions by employment type,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,2660.89,,Currency: KOR - South Korean won (KRW) | Working time arrangement coverage: Full-time and part time workers,Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees
"Korea, Republic of",Average monthly earnings of employees by sex and economic activity,ES - Survey on labor conditions by employment type,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,2846.41,,Currency: KOR - South Korean won (KRW) | Working time arrangement coverage: Full-time and part time workers,Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees
"Korea, Republic of",Average monthly earnings of employees by sex and economic activity,ES - Survey on labor conditions by employment type,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,3072.49,,Currency: KOR - South Korean won (KRW) | Working time arrangement coverage: Full-time and part time workers,Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees
"Korea, Republic of",Average monthly earnings of employees by sex and economic activity,ES - Survey on labor conditions by employment type,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,2889.96,,Currency: KOR - South Korean won (KRW) | Working time arrangement coverage: Full-time and part time workers,Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees
"Korea, Republic of",Average monthly earnings of employees by sex and economic activity,ES - Survey on labor conditions by employment type,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,2887.71,,Currency: KOR - South Korean won (KRW) | Working time arrangement coverage: Full-time and part time workers,Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees
"Korea, Republic of",Average monthly earnings of employees by sex and economic activity,ES - Survey on labor conditions by employment type,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,3048.41,,Currency: KOR - South Korean won (KRW) | Working time arrangement coverage: Full-time and part time workers,Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees
"Korea, Republic of",Average monthly earnings of employees by sex and economic activity,ES - Survey on labor conditions by employment type,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,3264.88,,Currency: KOR - South Korean won (KRW) | Working time arrangement coverage: Full-time and part time workers,Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees
"Korea, Republic of",Average monthly earnings of employees by sex and economic activity,ES - Survey on labor conditions by employment type,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,3192.15,,Currency: KOR - South Korean won (KRW) | Working time arrangement coverage: Full-time and part time workers,Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees
"Korea, Republic of",Average monthly earnings of employees by sex and economic activity,ES - Survey on labor conditions by employment type,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,3183.18,,Currency: KOR - South Korean won (KRW) | Working time arrangement coverage: Full-time and part time workers,Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees
Kosovo,Average monthly earnings of employees by sex and economic activity,ADM - Payroll and Payment Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,410.97,,Currency: KOS - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Institutional sector coverage: Public sector only
Kosovo,Average monthly earnings of employees by sex and economic activity,ADM - Payroll and Payment Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,492.07,,Currency: KOS - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,
Kosovo,Average monthly earnings of employees by sex and economic activity,ADM - Payroll and Payment Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,512.66,,Currency: KOS - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,
Kosovo,Average monthly earnings of employees by sex and economic activity,ADM - Payroll and Payment Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,535.46,,Currency: KOS - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,
Kosovo,Average monthly earnings of employees by sex and economic activity,ADM - Payroll and Payment Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,460.06,,Currency: KOS - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,
Kosovo,Average monthly earnings of employees by sex and economic activity,ADM - Payroll and Payment Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,466.92,,Currency: KOS - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,
Kosovo,Average monthly earnings of employees by sex and economic activity,ADM - Payroll and Payment Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,487.11,,Currency: KOS - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,
Kosovo,Average monthly earnings of employees by sex and economic activity,ADM - Payroll and Payment Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,535.26,,Currency: KOS - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,
Kosovo,Average monthly earnings of employees by sex and economic activity,ADM - Payroll and Payment Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,533.71,,Currency: KOS - Euro (EUR) | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,
Kuwait,Average monthly earnings of employees by sex and economic activity,ES - Annual Survey of Establishments,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,1179.98,,Currency: KWT - Kuwaiti dinar (KWD) | Working time concept: Hours actually worked,
Kuwait,Average monthly earnings of employees by sex and economic activity,ES - Annual Survey of Establishments,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,1168.34,,Currency: KWT - Kuwaiti dinar (KWD) | Working time concept: Hours actually worked,
Lao People's Democratic Republic,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,134.71,,Currency: LAO - Kip (LAK) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,239.79,,Currency: LAO - Kip (LAK) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Lebanon,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,780.01,,Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,121.61,,Currency: LKA - Sri Lankan rupee (LKR) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,137.73,,Currency: LKA - Sri Lankan rupee (LKR) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,157.95,,Currency: LKA - Sri Lankan rupee (LKR),Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,176.1,,Currency: LKA - Sri Lankan rupee (LKR),Repository: ILO-STATISTICS - Micro data processing
Sri Lanka,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,204.03,,Currency: LKA - Sri Lankan rupee (LKR),Repository: ILO-STATISTICS - Micro data processing
Lesotho,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,231.91,,Currency: LSO - Loti (LSL),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Lithuania,Average monthly earnings of employees by sex and economic activity,ES - Structure of Earnings Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,754.33,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Lithuania,Average monthly earnings of employees by sex and economic activity,ES - Structure of Earnings Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,937.92,,Currency: LTU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Lithuania,Average monthly earnings of employees by sex and economic activity,OE - Annual Statistics on Earnings,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,792.3,,Currency: LTU - Euro (EUR) | Working time arrangement coverage: Full-time equivalents,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Lithuania,Average monthly earnings of employees by sex and economic activity,OE - Annual Statistics on Earnings,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,856.74,,Currency: LTU - Euro (EUR) | Working time arrangement coverage: Full-time equivalents,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Lithuania,Average monthly earnings of employees by sex and economic activity,OE - Annual Statistics on Earnings,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,949.38,,Currency: LTU - Euro (EUR) | Working time arrangement coverage: Full-time equivalents,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
Lithuania,Average monthly earnings of employees by sex and economic activity,OE - Annual Statistics on Earnings,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,1091.32,,Currency: LTU - Euro (EUR) | Working time arrangement coverage: Full-time equivalents,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies
