ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,note_classif.label,note_indicator.label,note_source.label
Costa Rica,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Continua de Empleo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,632.61,,Currency: CRI - Colon (CRC) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers
Costa Rica,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Continua de Empleo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,906.48,,Currency: CRI - Colon (CRC) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers
Costa Rica,Average monthly earnings of employees by sex and economic activity,HS - Encuesta Nacional de Hogares,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,712.48,,Currency: CRI - Colon (CRC),Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Average monthly earnings of employees by sex and economic activity,HS - Encuesta Nacional de Hogares,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,774.43,,Currency: CRI - Colon (CRC) | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Data reference period: July
Costa Rica,Average monthly earnings of employees by sex and economic activity,HS - Encuesta Nacional de Hogares,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,865.23,,Currency: CRI - Colon (CRC),Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Average monthly earnings of employees by sex and economic activity,HS - Encuesta Nacional de Hogares,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,947.22,,Currency: CRI - Colon (CRC),Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Average monthly earnings of employees by sex and economic activity,HS - Encuesta Nacional de Hogares,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,904.63,,Currency: CRI - Colon (CRC),Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Average monthly earnings of employees by sex and economic activity,HS - Encuesta Nacional de Hogares,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,909.94,,Currency: CRI - Colon (CRC),Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Average monthly earnings of employees by sex and economic activity,HS - Encuesta Nacional de Hogares,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,927.58,,Currency: CRI - Colon (CRC),Repository: ILO-STATISTICS - Micro data processing
Costa Rica,Average monthly earnings of employees by sex and economic activity,ES - Encuesta Nacional a Empresas (ENAE),Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,987.93,,Currency: CRI - Colon (CRC) | Working time arrangement coverage: Full-time and part time workers,Data reference period: Third quarter | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Economic activity coverage: Excluding construction | Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees
Costa Rica,Average monthly earnings of employees by sex and economic activity,ES - Encuesta Nacional a Empresas (ENAE),Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,935.95,,Currency: CRI - Colon (CRC) | Working time arrangement coverage: Full-time and part time workers,Data reference period: Third quarter | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Economic activity coverage: Excluding construction | Economic activity coverage: Excluding agriculture and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees
Curaçao,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,1494.46,,Currency: CUW - Netherlands Antillean Guilder (ANG) | Central tendency measure: Weighted mean | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
Cyprus,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,2989.69,,Currency: CYP - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Cyprus,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,2561.45,,Currency: CYP - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Cyprus,Average monthly earnings of employees by sex and economic activity,ADM-IR - Ministry of Labour and Social Insurance Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,2758.86,,Currency: CYP - Euro (EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Average monthly earnings of employees by sex and economic activity,ADM-IR - Ministry of Labour and Social Insurance Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,2583.19,,Currency: CYP - Euro (EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Average monthly earnings of employees by sex and economic activity,ADM-IR - Ministry of Labour and Social Insurance Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,174.01,,Currency: CYP - Euro (EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | ILO calculation: Monthly figure calculated as annual figure divided by 12 months,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Average monthly earnings of employees by sex and economic activity,ADM-IR - Ministry of Labour and Social Insurance Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,2079.87,,Currency: CYP - Euro (EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Average monthly earnings of employees by sex and economic activity,ADM-IR - Ministry of Labour and Social Insurance Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,2137.36,,Currency: CYP - Euro (EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Average monthly earnings of employees by sex and economic activity,ADM-IR - Ministry of Labour and Social Insurance Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,2289.87,,Currency: CYP - Euro (EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Cyprus,Average monthly earnings of employees by sex and economic activity,ADM-IR - Ministry of Labour and Social Insurance Records,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,2215.44,,Currency: CYP - Euro (EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Insured persons
Czechia,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,72.59,,Currency: CZE - Koruna (CZK),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Czechia,Average monthly earnings of employees by sex and economic activity,ES - Report on Employment and Wages,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,1407.51,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Establishment size coverage: All establishments with at least 10 employees
Czechia,Average monthly earnings of employees by sex and economic activity,ES - Report on Employment and Wages,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,1448.07,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Establishment size coverage: All establishments with at least 10 employees
Czechia,Average monthly earnings of employees by sex and economic activity,ES - Report on Employment and Wages,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,1334.85,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Establishment size coverage: All establishments with at least 10 employees
Czechia,Average monthly earnings of employees by sex and economic activity,ES - Report on Employment and Wages,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,1351.21,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,Establishment size coverage: All establishments with at least 10 employees
Czechia,Average monthly earnings of employees by sex and economic activity,ES - Structure of Earnings Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,1291.2,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time workers,
Czechia,Average monthly earnings of employees by sex and economic activity,ES - Structure of Earnings Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,1130.59,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time workers,
Czechia,Average monthly earnings of employees by sex and economic activity,ES - Structure of Earnings Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,1188.87,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time workers,
Czechia,Average monthly earnings of employees by sex and economic activity,ES - Structure of Earnings Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,1330.79,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time workers,
Czechia,Average monthly earnings of employees by sex and economic activity,ES - Structure of Earnings Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,1550.12,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time workers,
Czechia,Average monthly earnings of employees by sex and economic activity,ES - Structure of Earnings Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,1659.91,,Currency: CZE - Koruna (CZK) | Working time arrangement coverage: Full-time and part time workers,
Germany,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,3432.04,,Currency: DEU - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Germany,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,3256.25,,Currency: DEU - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Germany,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,3459.13,,Currency: DEU - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Germany,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,3048.45,,Currency: DEU - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Germany,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,3074.58,,Currency: DEU - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Germany,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,3183.42,,Currency: DEU - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Germany,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,3440.55,,Currency: DEU - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Germany,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,3402.34,,Currency: DEU - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Germany,Average monthly earnings of employees by sex and economic activity,HIES - Quarterly Earnings Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,4993.68,,Currency: DEU - Euro (EUR) | Working time arrangement coverage: Full-time workers,Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Institutional sector coverage: Excluding private sector | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Establishment size coverage: All establishments with at least 10 employees
Djibouti,Average monthly earnings of employees by sex and economic activity,HS - Enquête Djiboutienne auprès des Ménages,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,537.38,,Currency: DJI - Djiboutian franc (DJF) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Denmark,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,689.26,,Currency: DNK - Danish krone (DKK),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Denmark,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,755.58,,Currency: DNK - Danish krone (DKK),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Denmark,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,724.4,,Currency: DNK - Danish krone (DKK),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Denmark,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,763.83,,Currency: DNK - Danish krone (DKK),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Denmark,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,660.62,,Currency: DNK - Danish krone (DKK),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Denmark,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,658.65,,Currency: DNK - Danish krone (DKK),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Denmark,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,681.79,,Currency: DNK - Danish krone (DKK),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Denmark,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,705.84,,Currency: DNK - Danish krone (DKK),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Denmark,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,806.15,,Currency: DNK - Danish krone (DKK),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Denmark,Average monthly earnings of employees by sex and economic activity,ES - Structure of Earnings Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,5279.18,,Currency: DNK - Danish krone (DKK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Dominican Republic,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,289.99,,Currency: DOM - Dominican peso (DOP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,294.6,,Currency: DOM - Dominican peso (DOP),Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,305.89,,Currency: DOM - Dominican peso (DOP),Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,322.58,,Currency: DOM - Dominican peso (DOP),Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,329.09,,Currency: DOM - Dominican peso (DOP),Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,298.62,,Currency: DOM - Dominican peso (DOP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,307.61,,Currency: DOM - Dominican peso (DOP),Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,318.45,,Currency: DOM - Dominican peso (DOP),Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,337.21,,Currency: DOM - Dominican peso (DOP),Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,319.94,,Currency: DOM - Dominican peso (DOP),Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,Average monthly earnings of employees by sex and economic activity,LFS - Encuesta Nacional de Fuerza de Trabajo,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,319.08,,Currency: DOM - Dominican peso (DOP),Repository: ILO-STATISTICS - Micro data processing
Ecuador,Average monthly earnings of employees by sex and economic activity,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,354.51,,Currency: ECU - United States dollar (USD) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Average monthly earnings of employees by sex and economic activity,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,386.55,,Currency: ECU - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Ecuador,Average monthly earnings of employees by sex and economic activity,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,408.62,,Currency: ECU - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Ecuador,Average monthly earnings of employees by sex and economic activity,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,450.82,,Currency: ECU - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Ecuador,Average monthly earnings of employees by sex and economic activity,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2014,484.43,,Currency: ECU - United States dollar (USD) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,Average monthly earnings of employees by sex and economic activity,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,498.46,,Currency: ECU - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Ecuador,Average monthly earnings of employees by sex and economic activity,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,498.02,,Currency: ECU - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Ecuador,Average monthly earnings of employees by sex and economic activity,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,500.09,,Currency: ECU - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Ecuador,Average monthly earnings of employees by sex and economic activity,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,514.6,,Currency: ECU - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Ecuador,Average monthly earnings of employees by sex and economic activity,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,512.06,,Currency: ECU - United States dollar (USD),Repository: ILO-STATISTICS - Micro data processing
Ecuador,Average monthly earnings of employees by sex and economic activity,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,472.23,,Currency: ECU - United States dollar (USD) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Egypt,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Sample Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,135.25,,Currency: EGY - Egyptian pound (EGP),Repository: ILO-STATISTICS - Micro data processing
Egypt,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Sample Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2015,236.2,,Currency: EGY - Egyptian pound (EGP),Repository: ILO-STATISTICS - Micro data processing
Egypt,Average monthly earnings of employees by sex and economic activity,LFS - Labour Force Sample Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,176.06,,Currency: EGY - Egyptian pound (EGP),Repository: ILO-STATISTICS - Micro data processing
Egypt,Average monthly earnings of employees by sex and economic activity,"EC - Employment, wages and hours of Work Survey",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2016,406.85,,Currency: EGY - Egyptian pound (EGP) | Working time arrangement coverage: Full-time and part time workers | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,Data reference period: October | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Wage earners / blue collar / production workers | Establishment size coverage: All establishments with at least 10 employees
Egypt,Average monthly earnings of employees by sex and economic activity,"EC - Employment, wages and hours of Work Survey",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2017,255.67,,Currency: EGY - Egyptian pound (EGP) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,Data reference period: October | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Wage earners / blue collar / production workers
Egypt,Average monthly earnings of employees by sex and economic activity,"EC - Employment, wages and hours of Work Survey",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2018,269.05,,Currency: EGY - Egyptian pound (EGP) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,Data reference period: October | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Wage earners / blue collar / production workers
Egypt,Average monthly earnings of employees by sex and economic activity,"EC - Employment, wages and hours of Work Survey",Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,331.26,,Currency: EGY - Egyptian pound (EGP) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,Data reference period: October | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Wage earners / blue collar / production workers
Egypt,Average monthly earnings of employees by sex and economic activity,ES - Establishment Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2011,360.03,,Currency: EGY - Egyptian pound (EGP) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers | Working time concept: Hours actually worked,Data reference period: July | Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 10 employees
Egypt,Average monthly earnings of employees by sex and economic activity,ES - Establishment Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2012,423.38,,Currency: EGY - Egyptian pound (EGP) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers | Working time concept: Hours actually worked,Data reference period: July | Population coverage: Excluding armed forces and/or conscripts | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 10 employees
Egypt,Average monthly earnings of employees by sex and economic activity,ES - Establishment Survey,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2013,443.06,,Currency: EGY - Egyptian pound (EGP) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers,Data reference period: July | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 10 employees
Spain,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2019,2726.83,,Currency: ESP - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Spain,Average monthly earnings of employees by sex and economic activity,HIES - EU Statistics on Income and Living Conditions,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2020,3000.21,,Currency: ESP - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Spain,Average monthly earnings of employees by sex and economic activity,ES - Encuesta Anual de Estructura Salarial,Sex: Total,Economic activity (Aggregate): Total,Currency: U.S. dollars,2010,2437.75,,Currency: ESP - Euro (EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
